what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.views.ProblemView,1222939809140
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1222939809359
activated,view,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.views.ProblemView,1222939813390
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1222939813656
activated,view,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.views.ProblemView,1222939816015
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1222939816250
activated,view,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.views.ProblemView,1222939821765
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1222939821968
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1222939827796
activated,view,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.views.ProblemView,1222939828890
closed,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1222939828906
activated,view,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.CView,1222939829843
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1222939831359
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1222939831515
activated,view,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.views.ProblemView,1222939833421
activated,view,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.CView,1222939834875
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1222939839578
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1222939880500
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.properties,1222939880500
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1222939882593
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1222939882703
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1222939887812
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1222939935562
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.properties,1222939935593
opened,editor,org.eclipse.cdt.make.ui,5.0.1.200809120802,org.eclipse.cdt.make.editor,1222939954250
