what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1222944722406
activated,view,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.CView,1222944725890
closed,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1222944725906
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1222944728656
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1222944730843
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.properties,1222944730859
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1222944737296
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1222944741546
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.properties,1222944741562
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1222944746312
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1222944752187
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.properties,1222944752187
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1222944756687
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1222944758937
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.properties,1222944758953
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1222944764125
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1222944765812
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.properties,1222944765828
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1222944770062
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1222944775359
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.properties,1222944775359
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1222944780234
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1222944781859
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.properties,1222944781859
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1222944786734
